needid,NeedTitle,Description,Agencyid,AgencyName,category,agencyaddress,agencycity,agencystate,agencyzip,phone,email
3003,Computer Literacy Workshops,Teach people in under-served communities basic computer literacy in Los Angeles         ,17693,Legal Aid Foundation Los Angeles                                                                                        ,Income,1102 Crenshaw Boulevard 2nd Floor,Los Angeles         ,CA  ,90019,555-123-7693,fake17693@email.com
3004,Job Interview/Resume Workshops,Help the unemployed prepared for a job interview in Los Angeles         ,17693,Legal Aid Foundation Los Angeles                                                                                        ,Income,1102 Crenshaw Boulevard 2nd Floor,Los Angeles         ,CA  ,90019,555-123-7693,fake17693@email.com
3005,Earned Income Tax Credit (EITC) a.k.a. Volunteer Income Tax Assistance (VITA),Help poor families prepare their tax forms for EITC in Los Angeles         ,17693,Legal Aid Foundation Los Angeles                                                                                        ,Income,1102 Crenshaw Boulevard 2nd Floor,Los Angeles         ,CA  ,90019,555-123-7693,fake17693@email.com
3006,Life Skills Class Facilitation,Help poor families and individuals acquire the life-skills they need to succeed. in Los Angeles         ,17693,Legal Aid Foundation Los Angeles                                                                                        ,Income,1102 Crenshaw Boulevard 2nd Floor,Los Angeles         ,CA  ,90019,555-123-7693,fake17693@email.com
3007,Book/literacy fairs,Help organize a literary and book fair in Sierra Madre        ,17685,Learning Disabilities Association Of California,Education,37 North Auburn #3,Sierra Madre        ,CA  ,91024,555-123-7685,fake17685@email.com
3008,Career Days,Help organize a career day at an agency or school in Sierra Madre        ,17685,Learning Disabilities Association Of California,Education,37 North Auburn #3,Sierra Madre        ,CA  ,91024,555-123-7685,fake17685@email.com
3009,Back to school events (supplies/backpack drives),Help prepare back to school events in under-served communities in Sierra Madre        ,17685,Learning Disabilities Association Of California,Education,37 North Auburn #3,Sierra Madre        ,CA  ,91024,555-123-7685,fake17685@email.com
3010,After-school homework help/tutoring,Tutor students after school in Sierra Madre        ,17685,Learning Disabilities Association Of California,Education,37 North Auburn #3,Sierra Madre        ,CA  ,91024,555-123-7685,fake17685@email.com
3011,Mentoring,Mentor a Teenager in Sierra Madre        ,17685,Learning Disabilities Association Of California,Education,37 North Auburn #3,Sierra Madre        ,CA  ,91024,555-123-7685,fake17685@email.com
3012,Graduations,Help at a High School student graduation ceremony in Sierra Madre        ,17685,Learning Disabilities Association Of California,Education,37 North Auburn #3,Sierra Madre        ,CA  ,91024,555-123-7685,fake17685@email.com
3013,Book/literacy fairs,Help organize a literary and book fair in Los Angeles         ,17670,Leadership Education For Asian Pacifics Inc.,Education,327 E 2nd Street Ste 226,Los Angeles         ,CA  ,90012,555-123-7670,fake17670@email.com
3014,Career Days,Help organize a career day at an agency or school in Los Angeles         ,17670,Leadership Education For Asian Pacifics Inc.,Education,327 E 2nd Street Ste 226,Los Angeles         ,CA  ,90012,555-123-7670,fake17670@email.com
3015,Back to school events (supplies/backpack drives),Help prepare back to school events in under-served communities in Los Angeles         ,17670,Leadership Education For Asian Pacifics Inc.,Education,327 E 2nd Street Ste 226,Los Angeles         ,CA  ,90012,555-123-7670,fake17670@email.com
3016,After-school homework help/tutoring,Tutor students after school in Los Angeles         ,17670,Leadership Education For Asian Pacifics Inc.,Education,327 E 2nd Street Ste 226,Los Angeles         ,CA  ,90012,555-123-7670,fake17670@email.com
3017,Mentoring,Mentor a Teenager in Los Angeles         ,17670,Leadership Education For Asian Pacifics Inc.,Education,327 E 2nd Street Ste 226,Los Angeles         ,CA  ,90012,555-123-7670,fake17670@email.com
3018,Graduations,Help at a High School student graduation ceremony in Los Angeles         ,17670,Leadership Education For Asian Pacifics Inc.,Education,327 E 2nd Street Ste 226,Los Angeles         ,CA  ,90012,555-123-7670,fake17670@email.com
3019,Book/literacy fairs,Help organize a literary and book fair in Temple City         ,17649,Law Enforcement Explorer Post #250,Education,8838 Las Tunas Dr. ,Temple City         ,CA  ,91780,555-123-7649,fake17649@email.com
3020,Career Days,Help organize a career day at an agency or school in Temple City         ,17649,Law Enforcement Explorer Post #250,Education,8838 Las Tunas Dr. ,Temple City         ,CA  ,91780,555-123-7649,fake17649@email.com
3021,Back to school events (supplies/backpack drives),Help prepare back to school events in under-served communities in Temple City         ,17649,Law Enforcement Explorer Post #250,Education,8838 Las Tunas Dr. ,Temple City         ,CA  ,91780,555-123-7649,fake17649@email.com
3022,After-school homework help/tutoring,Tutor students after school in Temple City         ,17649,Law Enforcement Explorer Post #250,Education,8838 Las Tunas Dr. ,Temple City         ,CA  ,91780,555-123-7649,fake17649@email.com
3023,Mentoring,Mentor a Teenager in Temple City         ,17649,Law Enforcement Explorer Post #250,Education,8838 Las Tunas Dr. ,Temple City         ,CA  ,91780,555-123-7649,fake17649@email.com
3024,Graduations,Help at a High School student graduation ceremony in Temple City         ,17649,Law Enforcement Explorer Post #250,Education,8838 Las Tunas Dr. ,Temple City         ,CA  ,91780,555-123-7649,fake17649@email.com
3025,Welcome Home Kit assembly,"Help assemble a Welcome Home Gift Basket for a formerly home person, scheduled to occupy a Permanent Supportive Housing dwelling in Ladera Ranch",17628,Laura's House,BasicNeeds,"999 Corporate Drive, Suite 225 ",Ladera Ranch,CA  ,92694,555-123-7628,fake17628@email.com
3026,"Basic needs ""kit"" assembly",Help assemble a kit to help families in need navigate the maze of services available to them in Ladera Ranch,17628,Laura's House,BasicNeeds,"999 Corporate Drive, Suite 225 ",Ladera Ranch,CA  ,92694,555-123-7628,fake17628@email.com
3027,Donation sorting,Help Process Gifts for an Organization in Ladera Ranch,17628,Laura's House,BasicNeeds,"999 Corporate Drive, Suite 225 ",Ladera Ranch,CA  ,92694,555-123-7628,fake17628@email.com
3028,Cooking groups,Participate in a cooking group to prepare food for a homeless shelter in Ladera Ranch,17628,Laura's House,BasicNeeds,"999 Corporate Drive, Suite 225 ",Ladera Ranch,CA  ,92694,555-123-7628,fake17628@email.com
3029,Gift/Food Drives,Help organize a food drive or a gift drive for a shelter serving the homeless in Ladera Ranch,17628,Laura's House,BasicNeeds,"999 Corporate Drive, Suite 225 ",Ladera Ranch,CA  ,92694,555-123-7628,fake17628@email.com
3030,Book/literacy fairs,Help organize a literary and book fair in Los Angeles,17610,Last Chance For Animals,Education,8033 Sunset Blvd #835,Los Angeles,CA  ,90046,555-123-7610,fake17610@email.com
3031,Career Days,Help organize a career day at an agency or school in Los Angeles,17610,Last Chance For Animals,Education,8033 Sunset Blvd #835,Los Angeles,CA  ,90046,555-123-7610,fake17610@email.com
3032,Back to school events (supplies/backpack drives),Help prepare back to school events in under-served communities in Los Angeles,17610,Last Chance For Animals,Education,8033 Sunset Blvd #835,Los Angeles,CA  ,90046,555-123-7610,fake17610@email.com
3033,After-school homework help/tutoring,Tutor students after school in Los Angeles,17610,Last Chance For Animals,Education,8033 Sunset Blvd #835,Los Angeles,CA  ,90046,555-123-7610,fake17610@email.com
3034,Mentoring,Mentor a Teenager in Los Angeles,17610,Last Chance For Animals,Education,8033 Sunset Blvd #835,Los Angeles,CA  ,90046,555-123-7610,fake17610@email.com
3035,Graduations,Help at a High School student graduation ceremony in Los Angeles,17610,Last Chance For Animals,Education,8033 Sunset Blvd #835,Los Angeles,CA  ,90046,555-123-7610,fake17610@email.com
3036,Welcome Home Kit assembly,"Help assemble a Welcome Home Gift Basket for a formerly home person, scheduled to occupy a Permanent Supportive Housing dwelling in Los Angeles         ",17570,Lamp Community Inc.,BasicNeeds,526 South San Pedro Street ,Los Angeles         ,CA  ,90013,555-123-7570,fake17570@email.com
3037,"Basic needs ""kit"" assembly",Help assemble a kit to help families in need navigate the maze of services available to them in Los Angeles         ,17570,Lamp Community Inc.,BasicNeeds,526 South San Pedro Street ,Los Angeles         ,CA  ,90013,555-123-7570,fake17570@email.com
3038,Donation sorting,Help Process Gifts for an Organization in Los Angeles         ,17570,Lamp Community Inc.,BasicNeeds,526 South San Pedro Street ,Los Angeles         ,CA  ,90013,555-123-7570,fake17570@email.com
3039,Cooking groups,Participate in a cooking group to prepare food for a homeless shelter in Los Angeles         ,17570,Lamp Community Inc.,BasicNeeds,526 South San Pedro Street ,Los Angeles         ,CA  ,90013,555-123-7570,fake17570@email.com
3040,Gift/Food Drives,Help organize a food drive or a gift drive for a shelter serving the homeless in Los Angeles         ,17570,Lamp Community Inc.,BasicNeeds,526 South San Pedro Street ,Los Angeles         ,CA  ,90013,555-123-7570,fake17570@email.com
3041,Childcare,Help provide childcare at an agency serving families in poverty in Thousand Oaks       ,17513,La Reina High School Student Assist Fund                                                                                ,Income,106 West Janss Road ,Thousand Oaks       ,CA  ,91360,555-123-7513,fake17513@email.com
3042,Financial Literacy Workshops,Conduct financial literacy workshops to help educate struggling families in Thousand Oaks       ,17513,La Reina High School Student Assist Fund                                                                                ,Income,106 West Janss Road ,Thousand Oaks       ,CA  ,91360,555-123-7513,fake17513@email.com
3043,Computer Literacy Workshops,Teach people in under-served communities basic computer literacy in Thousand Oaks       ,17513,La Reina High School Student Assist Fund                                                                                ,Income,106 West Janss Road ,Thousand Oaks       ,CA  ,91360,555-123-7513,fake17513@email.com
3044,Job Interview/Resume Workshops,Help the unemployed prepared for a job interview in Thousand Oaks       ,17513,La Reina High School Student Assist Fund                                                                                ,Income,106 West Janss Road ,Thousand Oaks       ,CA  ,91360,555-123-7513,fake17513@email.com
3045,Earned Income Tax Credit (EITC) a.k.a. Volunteer Income Tax Assistance (VITA),Help poor families prepare their tax forms for EITC in Thousand Oaks       ,17513,La Reina High School Student Assist Fund                                                                                ,Income,106 West Janss Road ,Thousand Oaks       ,CA  ,91360,555-123-7513,fake17513@email.com
3046,Life Skills Class Facilitation,Help poor families and individuals acquire the life-skills they need to succeed. in Thousand Oaks       ,17513,La Reina High School Student Assist Fund                                                                                ,Income,106 West Janss Road ,Thousand Oaks       ,CA  ,91360,555-123-7513,fake17513@email.com
